wals code	name	latitude	longitude	genus	family	subfamily	iso codes
mgl	Mingrelian	42.5	42	Kartvelian	Kartvelian		xmf
mgn	Magindanao	6.83333333333	124.5	Southern Philippines	Austronesian	Western Malayo-Polynesian	mdh
mgo	Mongo	0	21	Bantoid	Niger-Congo	Benue-Congo	lol
mgu	Musgu	10.8333333333	14.9166666667	Biu-Mandara	Afro-Asiatic	Chadic	mug
mhc	Mahican	42.6666666667	-73.5	Algonquian	Algic		mof
mhi	Marathi	19	76	Indic	Indo-European		mar
mhk	Mehek	-3.75	142.5	Tama Sepik	Sepik		nux
mhm	Mah Meri	2.83333333333	101.5	Aslian	Austro-Asiatic	Mon-Khmer	mhe
mhu	Mbalanhu	-17.5	15	Bantoid	Niger-Congo	Benue-Congo	lnb
mic	Micmac	45	-63	Algonquian	Algic		mic
mid	Midob	15.0833333333	26.25	Nubian	Nilo-Saharan	Eastern Sudanic	mei
mie	Mien	25	111	Hmong-Mien	Hmong-Mien		ium
mig	Migama	12.1666666667	19.8333333333	East Chadic	Afro-Asiatic	Chadic	mmy
mii	Miisiirii	13.5	22	Taman	Nilo-Saharan	Eastern Sudanic	tma
mij	Miju	29	96	Mirish	Sino-Tibetan	Tibeto-Burman	mxj
mik	Mikir	26.3333333333	93.5	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	mjw
mil	Milang	28.5	95.25	Mirish	Sino-Tibetan	Tibeto-Burman	adi
min	Minangkabau	-1	101	Sundic	Austronesian	Western Malayo-Polynesian	min
mir	Miriwung	-15.6666666667	129	Djeragan	Australian		mep
mis	Miskito	14	-83.6666666667	Misumalpan	Misumalpan		miq
mit	Mituku	-1.66666666667	25.5	Bantoid	Niger-Congo	Benue-Congo	zmq
miy	Miya	10.9166666667	9.66666666667	West Chadic	Afro-Asiatic	Chadic	mkf
miz	Mizo	23.1666666667	92.8333333333	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	lus
mja	Mixtec (Jamiltepec)	16.25	-97.8333333333	Mixtecan	Oto-Manguean		mxt
mjc	Mixtec (San Juan Colorado)	16.5	-98	Mixtecan	Oto-Manguean		mjc
mjk	Manjaku	12	-16.25	Northern Atlantic	Niger-Congo	Atlantic	mfv
mka	Mauka	8.33333333333	-7.5	Western Mande	Niger-Congo	Mande	mxx
mkb	Miwok (Bodega)	38.3333333333	-123	Miwok	Penutian	Utian	csi
mkd	Makonde	-11	40	Bantoid	Niger-Congo	Benue-Congo	kde
mke	Mekeo	-8.33333333333	146.5	Oceanic	Austronesian	Eastern Malayo-Polynesian	mek
mkg	Mandinka (Gambian)	13.4166666667	-16	Western Mande	Niger-Congo	Mande	mnk
mkh	Mongol (Khamnigan)	49	117	Mongolic	Altaic		
mki	Mikasuki	32	-85	Muskogean	Muskogean		mik
mkl	Maklew	-7.66666666667	139.416666667	Bulaka River	Bulaka River		mgf
mkn	Mankanya	12.0833333333	-15.9166666667	Northern Atlantic	Niger-Congo	Atlantic	knf
mko	Mokilko	11.9166666667	18.0833333333	East Chadic	Afro-Asiatic	Chadic	moz
mkr	Mikarew	-4.41666666667	144.916666667	Mikarew	Lower Sepik-Ramu		msy
mks	Makassar	-5.41666666667	119.583333333	Sulawesi	Austronesian	Western Malayo-Polynesian	mak
mku	Maranungku	-13.6666666667	130	Western Daly	Australian	Daly	zmr
mkw	Máku	0.416666666667	-69.8333333333	Máku	Máku		
mkz	Makaa	3.41666666667	12.25	Bantoid	Niger-Congo	Benue-Congo	mcp
mla	Mambila	6.75	11.5	Bantoid	Niger-Congo	Benue-Congo	mcu mzk
mlc	Malacca Creole	2.2	102.25	Creoles and Pidgins	other		mcm
mle	Maale	6	36.9166666667	North Omotic	Afro-Asiatic	Omotic	mdy
mlg	Malgwa	11.5	13.75	Biu-Mandara	Afro-Asiatic	Chadic	mfi
mli	Mali	-4.83333333333	152.25	Baining	Baining-Taulil		gcc
mlk	Malakmalak	-13.4166666667	130.416666667	Northern Daly	Australian	Daly	mpb
mll	Molala	44.5	-122.5	Molala	Penutian		mbe
mlm	Mlabri (Minor)	18.5	101	Palaung-Khmuic	Austro-Asiatic	Mon-Khmer	mra
mlt	Maltese	35.9166666667	14.4166666667	Semitic	Afro-Asiatic		mlt
mlu	Maleu	-5.71666666667	148.416666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	mgl
mly	Malay	3	102	Sundic	Austronesian	Western Malayo-Polynesian	mly
mma	Mandaic (Modern)	31	48.5	Semitic	Afro-Asiatic		mid
mmb	Mangap-Mbula	-5.66666666667	148.083333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	mna
mme	Mari (Meadow)	57	48	Finnic	Uralic	Finno-Ugric	mhr
mmn	Mamanwa	9.41666666667	125.5	Meso-Philippine	Austronesian	Western Malayo-Polynesian	mmn
mmo	Mordvin (Moksha)	54	44	Finnic	Uralic	Finno-Ugric	mdf
mmp	Mampruli	10.3333333333	-0.666666666667	Gur	Niger-Congo		maw
mms	Mamasa	-3.08333333333	119.666666667	Sulawesi	Austronesian	Western Malayo-Polynesian	mqj
mmu	Malay (Ulu Muar)	2.66666666667	102.5	Sundic	Austronesian	Western Malayo-Polynesian	zmi
mmv	Mamvu	3.25	29	Mangbutu-Efe	Nilo-Saharan	Central Sudanic	mdi
mmw	Mambwe	-9.08333333333	31.1666666667	Bantoid	Niger-Congo	Benue-Congo	mgr
mmz	Mam (Southern)	14.8333333333	-91.6666666667	Mayan	Mayan		mms
mna	Muna	-5	122.5	Sulawesi	Austronesian	Western Malayo-Polynesian	mnb
mnc	Manchu	49.5	127.5	Tungusic	Altaic		mnc
mnd	Mandarin	34	110	Chinese	Sino-Tibetan		cmn
mne	Maidu (Northeast)	40	-120.666666667	Maiduan	Penutian		nmu
mng	Manggarai	-8.5	120.333333333	Central Malayo-Polynesian	Austronesian		mqy
mni	Moni	-3.66666666667	137	Wissel Lakes-Kemandoga	Trans-New Guinea		mnz
mnj	Mantjiltjara	-22.6666666667	125.083333333	Pama-Nyungan	Australian		mpj
mnk	Maninka	10.5	-9.5	Western Mande	Niger-Congo	Mande	emk
mnm	Manam	-4	145	Oceanic	Austronesian	Eastern Malayo-Polynesian	mva
mno	Mono (in United States)	38	-119	Numic	Uto-Aztecan		mnr
mnr	Mandar	-3.41666666667	119.083333333	Sulawesi	Austronesian	Western Malayo-Polynesian	mdr
mns	Mansi	62	62	Ugric	Uralic	Finno-Ugric	mns
mnt	Mentawai	-1.5	99	Sundic	Austronesian	Western Malayo-Polynesian	mwv
mnu	Mun	19	110	Hmong-Mien	Hmong-Mien		mji
mnv	Minaveha	-9.6	150.466666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	mvn
mnx	Manx	54.1666666667	-4.5	Celtic	Indo-European		glv
mny	Margany	-27	144.5	Pama-Nyungan	Australian		zmc
moa	Mono-Alu	-7.05	155.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	mte
moc	Moca	7.58333333333	35.5	South Omotic	Afro-Asiatic	Omotic	moy
moe	Mordvin (Erzya)	53	45.5	Finnic	Uralic	Finno-Ugric	myv
mof	Mofu-Gudur	10.5	14	Biu-Mandara	Afro-Asiatic	Chadic	mif
mog	Moghol	35	62	Mongolic	Altaic		mhj
moh	Mohawk	43.5	-74.25	Northern Iroquoian	Iroquoian		moh
moj	Mojave	34.6666666667	-114.583333333	Yuman	Hokan		mov
mok	Mokilese	6.66666666667	159.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	mkj
mol	Moldavian	47	29	Romance	Indo-European		ron
mom	Mombum	-8.25	138.75	Mombum	Mombum		mso
mon	Mon	14.8333333333	100.5	Monic	Austro-Asiatic	Mon-Khmer	mnw
moo	Mooré	12.8333333333	-1.25	Gur	Niger-Congo		mos
mop	Mopan	16.5833333333	-88.6666666667	Mayan	Mayan		mop
mor	Mor	-2.95	135.75	South Halmahera - West New Guinea	Austronesian	Eastern Malayo-Polynesian	mhz
mos	Mosetén	-14.75	-67.8333333333	Mosetenan	Mosetenan		cas
mot	Motuna	-6.61666666667	155.416666667	East Bougainville	East Bougainville		siw
mou	Moru	4.75	29.75	Moru-Ma'di	Nilo-Saharan	Central Sudanic	mgd
mov	Movima	-13.8333333333	-65.6666666667	Movima	Movima		mzp
mpa	Murrinh-Patha	-14.6666666667	129.666666667	Murrinh-Patha	Australian	Daly	mwf
mpo	Mpongwe	-1.25	9.5	Bantoid	Niger-Congo	Benue-Congo	mye
mpr	Maipure	5.5	-67.5	Arawakan	Arawakan		
mpu	Mpur	-0.75	133.25	Kebar	West Papuan		akc
mpy	Mapoyo	6	-67	Cariban	Cariban		mcg
mqc	Martinique Creole	14.6666666667	-61	Creoles and Pidgins	other		gcf
mra	Mara	-15	135.166666667	Maran	Australian		mec
mrc	Marchha	30.25	79.5833333333	Bodic	Sino-Tibetan	Tibeto-Burman	rnp
mrd	Marind	-7.83333333333	140.166666667	Marind Proper	Marind		mrz
mrg	Margi	11	13	Biu-Mandara	Afro-Asiatic	Chadic	mrt
mrh	Marrithiyel	-13.8333333333	130	Western Daly	Australian	Daly	mfr
mri	Moraori	-8.58333333333	140.666666667	Morehead and Upper Maro Rivers	Morehead and Upper Maro Rivers		mok
mrk	Murik	-3.83333333333	144.25	Lower Sepik	Lower Sepik-Ramu		mtf
mrl	Murle	6.5	33.5	Surmic	Nilo-Saharan	Eastern Sudanic	mur
mrn	Maranao	7.83333333333	124.25	Southern Philippines	Austronesian	Western Malayo-Polynesian	mrw
mro	Moro	11	30.1666666667	Heiban	Niger-Congo	Kordofanian	mor
mrq	Marquesan	-8.91666666667	-140.083333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	mrq mqm
mrr	Maringarr	-14.25	130	Western Daly	Australian	Daly	zmt
mrs	Mairasi	-3.5	134	Mairasi	Trans-New Guinea		zrs
mrt	Martuthunira	-20.8333333333	116.5	Pama-Nyungan	Australian		vma
mru	Maru	23.5	98.5	Burmese-Lolo	Sino-Tibetan	Tibeto-Burman	mhx
mrw	Muruwari	-28.75	147	Pama-Nyungan	Australian		zmu
msc	Muisca	5	-74	Chibchan Proper	Chibchan		chb
mse	Munsee	41.5	-74.6666666667	Algonquian	Algic		umu
msg	Mising	28.5	94.8333333333	Mirish	Sino-Tibetan	Tibeto-Burman	mrg
msh	Marshallese	7.11666666667	171.05	Oceanic	Austronesian	Eastern Malayo-Polynesian	mah
msk	Masakin	10.6666666667	30	Talodi Proper	Niger-Congo	Kordofanian	jle
msl	Masalit	13.3333333333	22	Maban	Nilo-Saharan		mls
msm	Musom	-6.58333333333	147	Oceanic	Austronesian	Eastern Malayo-Polynesian	msu
msn	Maisin	-9.5	149.166666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	mbq
mss	Miwok (Southern Sierra)	37.5	-120	Miwok	Penutian	Utian	skd
msy	Magar (Syangja)	28.0833333333	83.8333333333	Bodic	Sino-Tibetan	Tibeto-Burman	mrd
mta	Mentuh Tapuh	1.25	111	Borneo	Austronesian	Western Malayo-Polynesian	sdo
mtb	Matuumbi	-8.5	39	Bantoid	Niger-Congo	Benue-Congo	mgw
mtg	Montagnais	52	-65	Algonquian	Algic		moe
mth	Mixe (Tlahuitoltepec)	17.0833333333	-96.1666666667	Mixe-Zoque	Mixe-Zoque		mxp
mti	Motilón (Chibchan)	9	-73	Motilon	Chibchan		mot
mtk	Matukar	-4.91666666667	145.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	mjk
mtl	Mattole	40.1666666667	-124.166666667	Athapaskan	Na-Dene		mvb
mto	Malto	25	87.3333333333	Northern Dravidian	Dravidian		kmj
mtp	Mixe (Totontepec)	17.25	-96	Mixe-Zoque	Mixe-Zoque		mto
mts	Matis	-4.41666666667	-70.25	Panoan	Panoan		mpq
mtt	Massachusett	42.5	-71	Algonquian	Algic		wam
mtu	Motu	-9.33333333333	147	Oceanic	Austronesian	Eastern Malayo-Polynesian	meu
mua	Makua	-15	38.6666666667	Bantoid	Niger-Congo	Benue-Congo	vmw
mud	Mundani	5.66666666667	9.91666666667	Bantoid	Niger-Congo	Benue-Congo	mnf
mug	Mugil	-4.88333333333	145.75	Madang	Trans-New Guinea		mlp
muh	Muher	8.16666666667	38.1666666667	Semitic	Afro-Asiatic		sgw
mui	Muinane	-1	-72.5	Boran	Huitotoan		bmr
mul	Mulao	25	108	Kam-Tai	Tai-Kadai		mlm
mum	Mumuye	9	11.6666666667	Adamawa	Niger-Congo	Adamawa-Ubangi	mzm
mun	Mundari	23	84.6666666667	Munda	Austro-Asiatic		muw
muo	Muong	20.5	105.083333333	Viet-Muong	Austro-Asiatic	Mon-Khmer	mtq
mup	Mupun	9.5	8.83333333333	West Chadic	Afro-Asiatic	Chadic	sur
mur	Mursi	5.58333333333	36.0833333333	Surmic	Nilo-Saharan	Eastern Sudanic	muz
mus	Mussau	-1.45	149.616666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	emi
